Car Brand,Car Model,Production Year,Mileage,Price,Description,Specs,Timestamp,Location
Toyota,Sienna,2004,"299,000 km","14,500",Urgent sale Toyota Sienna 2004,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Accent,2014,"299,140 km","14,500",HYUNDAI ACCENT 2014  GCC,GCC Specs,04-03-24 14:49,Dubai
Honda,Accord,2011,"265,000 km","14,500",HONDA ACCORD SPORTS 3.5L V6 FULL OPTION,American Specs,04-03-24 14:49,Dubai
Nissan,Altima,2011,"136,000 km","14,500",Nissan altima model 2011 Gcc spec km 136000,GCC Specs,04-03-24 14:49,Dubai
Nissan,Tiida,2012,"300,000 km","14,500","Tiida 1.8L, 2nd owner, good condition, No Accidents, Family used Car",GCC Specs,04-03-24 14:49,Dubai
Nissan,Tiida,2012,"246,000 km","14,500",NISAN TIIDA 2012 DUBAI REGISTRATION TILL FEB 2025,GCC Specs,04-03-24 14:49,Dubai
Nissan,Sunny,2012,"179,000 km","14,500",Cleanest 2012 Nissan Sunny for Sale,GCC Specs,04-03-24 14:49,Dubai
Nissan,Tiida,2012,"373,207 km","14,500","Nissan Tiida 2012 in very good condition 14,5k",GCC Specs,04-03-24 14:49,Dubai
Ford,Figo,2012,"140,000 km","14,500",Ford Figo GcC - Immaculately Clean - 2 keys - Amazing,GCC Specs,04-03-24 14:49,Dubai
Ford,Fiesta,2012,"132,000 km","14,500","FORD FIESTA 2012 , GCC , FULLY AUTOMATIC , GOOD CONDITION",GCC Specs,04-03-24 14:49,Dubai
Ford,Edge,2010,"162,341 km","14,500",Ford Edge 2010 Limited 3.5L V6  Gcc space Accident free single owner perfect condition,GCC Specs,04-03-24 14:49,Dubai
Ford,Taurus,2011,"212,000 km","14,500",FORD TAURUS 2011 FULL OPTION,GCC Specs,04-03-24 14:49,Dubai
Ford,Edge,2008,"230,000 km","14,500",2008 FORD EDGE // LIMITED // GCC SPECS // IN EXCELLENT CONDITION,GCC Specs,04-03-24 14:49,Dubai
Ford,Fiesta,2013,"144,500 km","14,500",International city,GCC Specs,04-03-24 14:49,Dubai
Ford,Explorer,2010,"145,000 km","14,500",Ford Explorer 2010 4أ—4,American Specs,04-03-24 14:49,Dubai
Ford,Focus,2014,"160,231 km","14,500",Ford Focus 2014 1.6L V4 Gcc 5 Seats family used accident free good condition DXB used,GCC Specs,04-03-24 14:49,Dubai
Ford,Fiesta,2014,"203,000 km","14,500",Ford Fiesta 2014,GCC Specs,04-03-24 14:49,Dubai
Ford,Fusion,2012,"129,000 km","14,500",Ford Fusion full option,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Azera,2007,"190,000 km","14,600",Hyundai Azera 2007 | GCC | No Accidents,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Sonata,2011,"305,000 km","14,700",â€ڈHyundai Sonata Se 2011 Black 2.4L4,American Specs,04-03-24 14:49,Dubai
Nissan,X-Trail,2007,"301,369 km","14,700",Nissan X trail gcc car model  2007,GCC Specs,04-03-24 14:49,Dubai
Nissan,Altima,2014,"500,000 km","14,700",Nissan Altima 2014,GCC Specs,04-03-24 14:49,Dubai
Honda,Civic,2009,"336,000 km","14,800","HONDA CIVIC 2009 MODEL GCC WITH CRUISE CONTROL JUST AED 14,500",GCC Specs,04-03-24 14:49,Dubai
Kia,Sorento,2009,"178,000 km","14,800",KIA SORENTO EX  GCC SPECS 4X4 CAR IS IN GOOD CONDITION,GCC Specs,04-03-24 14:49,Dubai
Kia,Optima,2011,"285,000 km","14,800",Kia optima,GCC Specs,04-03-24 14:49,Dubai
Kia,Soul,2011,"204,000 km","14,800",Kia Soul 2011 First Owner,GCC Specs,04-03-24 14:49,Dubai
Nissan,Versa,2014,"212,365 km","14,800",Nissan Versa 2014 Accident Free Well Maintained  Urgent Sale,American Specs,04-03-24 14:49,Dubai
Ford,Figo,2015,"180,000 km","14,800",Ford Figo Ambient - 2015 in flawless condition,GCC Specs,04-03-24 14:49,Dubai
Toyota,Camry,2005,"133,000 km","14,900",Toyota Camry FULL OPTION WITH SUNROOF,Japanese Specs,04-03-24 14:49,Dubai
Nissan,Sunny,2013,"134,000 km","14,900",Nissan sunny 2013 model gcc spec good condition,GCC Specs,04-03-24 14:49,Dubai
Nissan,Sunny,2013,"245,000 km","14,999",Nissan sunny lady driven  Family car for sale,GCC Specs,04-03-24 14:49,Dubai
Toyota,Rav 4,2001,"211,161 km","15,000",TOYOTA RAV4 2001 MODEL 4X4 GOOD WORKING CONDITION FOR IMMEDIATE SALE .,GCC Specs,04-03-24 14:49,Dubai
Toyota,Camry,2009,"380,000 km","15,000",Camry for Sale,GCC Specs,04-03-24 14:49,Dubai
Toyota,Yaris,2011,"293,000 km","15,000",Toyota Yaris 2011 Hatchback Perfect Condition,GCC Specs,04-03-24 14:49,Dubai
Toyota,Yaris,2012,"190,000 km","15,000","2012 - GCC/ ط§ظ„ط³ظٹط¢ط±ط© ظ†ط¸ظٹظپط© طŒ ط®ظ„ظٹط¬ظٹطŒ ظپظ„ ط§ظˆطھظ…ط§طھظٹظƒ Perfect car, Full automatic",GCC Specs,04-03-24 14:49,Dubai
Hyundai,Accent,2015,"250,000 km","15,000",Hyundai accent 2015 model,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Grand i10,2016,"153,000 km","15,000",HYUNDAI GRAND I10,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Sonata,2011,"144,500 km","15,000",Hyundai Sonata,American Specs,04-03-24 14:49,Dubai
Hyundai,Santa Fe,2008,"152,000 km","15,000",Hyundai santafe v6  engine model 2008 7 sites,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Sonata,2012,"389,950 km","15,000",Hundai Sonata Full option excellent condition.,American Specs,04-03-24 14:49,Dubai
Honda,Accord,2010,"220,000 km","15,000",dubai,American Specs,04-03-24 14:49,Dubai
Honda,Accord,2005,"282,000 km","15,000",HONDA ACCORD 2005,GCC Specs,04-03-24 14:49,Dubai
Honda,Accord,2008,"225,736 km","15,000",HONDA ACCORD URGENT SALE,GCC Specs,04-03-24 14:49,Dubai
Honda,Civic,2010,"252,000 km","15,000",HONDA CIVIC 2010 MODEL GCC SPACE FULL OPTION CAR FOR SALE,GCC Specs,04-03-24 14:49,Dubai
Honda,CR-V,2007,"462,000 km","15,000",Sanjeet,GCC Specs,04-03-24 14:49,Dubai
Honda,Accord,2009,"249,000 km","15,000",HONDA ACCORD,GCC Specs,04-03-24 14:49,Dubai
Honda,Accord,2010,"288,000 km","15,000",Honda Accord in good condition for urgent sale,GCC Specs,04-03-24 14:49,Dubai
Honda,Accord,2010,"315,000 km","15,000",Honda Accord Coupe 2010,GCC Specs,04-03-24 14:49,Dubai
Honda,MR-V,2008,"234,291 km","15,000",hONDA MR-V 2008,GCC Specs,04-03-24 14:49,Dubai
Kia,Mohave,2010,"505,000 km","15,000",Kia Mohave 2010 GCC Specs,GCC Specs,04-03-24 14:49,Dubai
Kia,Cadenza,2011,"300,000 km","15,000",KIA CADENZA FOR SALE,GCC Specs,04-03-24 14:49,Dubai
Kia,Picanto,2014,"200,000 km","15,000",1500/ mo KIA PICANTO available for sale in cheapest price,GCC Specs,04-03-24 14:49,Dubai
Kia,Picanto,2015,"200,000 km","15,000",KIA PICANTO - 2015 Neat Car for Sale - GCC,GCC Specs,04-03-24 14:49,Dubai
Nissan,Altima,2009,"240,000 km","15,000",Well maintained  Single Owner from 2013,GCC Specs,04-03-24 14:49,Dubai
Nissan,Sunny,2013,"125,632 km","15,000",Nissan Sunny 2013 GCC Low Milege Exellent Condition Well Maintained Call After 1pm Only,GCC Specs,04-03-24 14:49,Dubai
Nissan,Sunny,2010,"164,400 km","15,000",Nissan Sunny  2010 Full Option GCC spec with low km,GCC Specs,04-03-24 14:49,Dubai
Nissan,X-Trail,2009,"226,000 km","15,000",CLEAN NISSAN XTRIAL FOR SALE,GCC Specs,04-03-24 14:49,Dubai
Nissan,Armada,2006,"673,000 km","15,000",NISSAN ARMADA,American Specs,04-03-24 14:49,Dubai
Nissan,Micra,2015,"108,278 km","15,000","FULLY AUTOMATIC, VERY GOOD CONDITION",GCC Specs,04-03-24 14:49,Dubai
Nissan,Maxima,2010,"189,000 km","15,000",Nissan Maxima 2010 GCC 3.50L V6 In Good Condition,GCC Specs,04-03-24 14:49,Dubai
Nissan,Pickup,2009,"730,568 km","15,000",Nissan Pickup 2009 for sale,GCC Specs,04-03-24 14:49,Dubai
Nissan,Sunny,2012,"200,000 km","15,000",Like brand new,GCC Specs,04-03-24 14:49,Dubai
Nissan,Sunny,2013,"270,000 km","15,000",Cheapest Price Nissan Sunny,Other,04-03-24 14:49,Dubai
Nissan,Sunny,2016,"380,178 km","15,000",Nissan Sunny 2016,GCC Specs,04-03-24 14:49,Dubai
Nissan,Tiida,2013,"237,941 km","15,000",Exceptional Family Vehicle with Unmatched Elegance By 15000 AED,GCC Specs,04-03-24 14:49,Dubai
Ford,Focus,2014,"119,473 km","15,000",Inspected Car | 2014 Ford Focus Ambiente 1.6L | GCC Specifications | Ref#157240,GCC Specs,04-03-24 14:49,Dubai
Ford,Explorer,2010,"275,000 km","15,000",2010 Model Ford Explorer for Sales,GCC Specs,04-03-24 14:49,Dubai
Ford,Figo,2015,"126,240 km","15,000",2015 FORD FIGO 1.4,GCC Specs,04-03-24 14:49,Dubai
Ford,Explorer,2010,"200,000 km","15,000",GCC 7 seaters 6 Cylinders 4x4 not negotiable ظ„ظ„ط¬ط§ط¯ظٹظ† ظپظ‚ط· ط§ظ„ط³ط¹ط± ظ†ظ‡ط§ط¦ظٹ,GCC Specs,04-03-24 14:49,Dubai
Ford,Explorer,2008,"260,000 km","15,000",FORD EXPLORER XLT 4X4 MODEL 2008 GCC SPECS REF.5328 (AJM),GCC Specs,04-03-24 14:49,Dubai
Chevrolet,Cruze,2014,"210,000 km",15000,2014 chevrlet Cruiz GCC with full insurance,GCC Specs,45354.94097,Abu Dhabi
Chevrolet,Captiva,2007,"276,000 km",15000,Captiva 2007,GCC Specs,45354.94097,Abu Dhabi
Chevrolet,Cruze,2015,"130,000 km",15000,Chevrolet Cruze LT 2015,GCC Specs,45354.94097,Abu Dhabi
Ford,Fiesta,2013,"111,093 km",15400,Excellent Ford Fiesta | Just Buy and Drive | Less km run | Good Mileage,GCC Specs,45354.94097,Abu Dhabi
Toyota,Rav 4,2007,"136,000 km","15,500",Toyota RAV4 model 2007 GCC good car,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Elantra,2013,"167,000 km","15,500",Urgent Sale Hyundai Elantra GLS in perfect condition,American Specs,04-03-24 14:49,Dubai
Hyundai,Accent,2015,"330,000 km","15,500",WELL MAINTAINED FOR SELL BUT NOT HURRY SEROUS PEOPLE ONLY,GCC Specs,04-03-24 14:49,Dubai
Honda,Accord,2009,"214,000 km","15,500",HONDA ACCORD / GCC SPEC / excellent condition,GCC Specs,04-03-24 14:49,Dubai
Honda,Civic,2009,"274,055 km","15,500",HONDA CIVIC MODEL 2009 GCC LADY Driven,GCC Specs,04-03-24 14:49,Dubai
Honda,Accord,2008,"178,000 km","15,500",2008 HONDA ACCORD // GCC SPECS // MID OPTION // IN EXCELLENT CONDITION,GCC Specs,04-03-24 14:49,Dubai
Kia,Sportage,2009,"125,000 km","15,500",2009 KIA SPORTAGE GCC 2.0 EXCELLENT CONDITION,GCC Specs,04-03-24 14:49,Dubai
Kia,Optima,2011,"218,000 km","15,500",KIA OPTIMA WELL MAINTAINED FULL LOADED AVAILABLE,GCC Specs,04-03-24 14:49,Dubai
Nissan,Urvan,2008,"187,235 km","15,500","NISSAN URVAN 12 SEATER VAN, GCC SPECIFICATION,VERRY GOOD CONDITION!!",GCC Specs,04-03-24 14:49,Dubai
Nissan,Tiida,2012,"303,897 km","15,500",Nissan Tida best selling,GCC Specs,04-03-24 14:49,Dubai
Nissan,Altima,2010,"164,241 km","15,500",Nissan Altima 2010 2.5L V4 SV GCC space single owner accident free original paint family used good c,GCC Specs,04-03-24 14:49,Dubai
Nissan,Qashqai,2008,"135,000 km","15,500",For sale Nissan qashqai 2008 model 4X4 gcc,GCC Specs,04-03-24 14:49,Dubai
Nissan,Sentra,2014,"85,646 km","15,500",Nissan Sentra S,American Specs,04-03-24 14:49,Dubai
Nissan,Pathfinder,2005,"270,000 km","15,500",Nissan 3.6L R50 2005 Model,GCC Specs,04-03-24 14:49,Dubai
Nissan,Sunny,2012,"199,567 km","15,500",Nissan Sunny 2012 GCC specs,GCC Specs,04-03-24 14:49,Dubai
Ford,Fiesta,2011,"179,000 km","15,500",FORD FIESTA MODEL 2011 GCC SPECS REF.7321 (AJM),GCC Specs,04-03-24 14:49,Dubai
Ford,Focus,2012,"135,000 km","15,500",Urgent Sale Ford Focus 1.6 Liter in excellent condition,GCC Specs,04-03-24 14:49,Dubai
Nissan,Sunny,2013,"180,695 km",15500,Nissan sunny for sale,GCC Specs,45354.94097,Abu Dhabi
Toyota,Camry,2009,"171,560 km","15,700","Toyota Camry, 2009 Model, Gcc Spec, Mid Option.",GCC Specs,04-03-24 14:49,Dubai
Nissan,Altima,2009,"316,100 km","15,800",Nissan Altima S 2009 Gcc Specs 15800,GCC Specs,04-03-24 14:49,Dubai
Nissan,Micra,2015,"152,130 km","15,800",NISSAN MICRA 2015 MODEL VERY NEAT AND CLEAN CAR,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Sonata,2012,"129,000 km",15800,Sonata usa spec non accident,American Specs,45354.94097,Abu Dhabi
Nissan,Sunny,2015,"201,235 km","15,900",NISSAN SUNNY,GCC Specs,04-03-24 14:49,Dubai
Nissan,Sentra,2014,"270,000 km","15,900",2014 Nissan Sentra 1.8 SL,GCC Specs,04-03-24 14:49,Dubai
Toyota,Camry,2007,"177,000 km","15,999","2007 Fully Loaded, Excellent condition, New battery, Fully maintained",Other,04-03-24 14:49,Dubai
Toyota,Rav 4,2003,"400,000 km","16,000",Toyota rav4,GCC Specs,04-03-24 14:49,Dubai
Toyota,Yaris,2013,"439,000 km","16,000",Toyota Yaris H/B,GCC Specs,04-03-24 14:49,Dubai
Toyota,Camry,2005,"290,000 km","16,000",Excellent condition Toyota Camry,Japanese Specs,04-03-24 14:49,Dubai
Toyota,Camry,2009,"309,123 km","16,000",ط¯ط¨ظٹ,GCC Specs,04-03-24 14:49,Dubai
Toyota,Camry,2010,"194,955 km","16,000",Toyota Camry 2010,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Accent,2017,"90,000 km","16,000","HYUNDAI ACCENT 2017 , 1.6L, SEDAN ,VERY GOOD CONDITION INTERIOR AND EXTERIOR.",GCC Specs,04-03-24 14:49,Dubai
Hyundai,Accent,2014,"226,000 km","16,000",Hyundai Accent GL 2014 GCC for urgent sale,GCC Specs,04-03-24 14:49,Dubai
Hyundai,i10,2016,"198,000 km","16,000",Hyundai I10,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Elantra,2011,"165,000 km","16,000",Hyundai Elantra 2011,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Accent,2014,"195,000 km","16,000",Car Sale - Hyundai Accent,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Sonata,2012,"158,000 km","16,000",Hyundai Sonata 2.5L,American Specs,04-03-24 14:49,Dubai
Hyundai,Tucson,2009,"161,135 km","16,000",2009 HYUNDAI TUCSON FIRST OWNER GCC,GCC Specs,04-03-24 14:49,Dubai
Hyundai,H1,2009,"197,000 km","16,000",Hyundai H1 for Sale,GCC Specs,04-03-24 14:49,Dubai
Honda,CR-V,2007,"250,000 km","16,000",Honda CRV Single Owner,GCC Specs,04-03-24 14:49,Dubai
Honda,Accord,2010,"231,000 km","16,000",Honda Accord in good condition for urgent sale,GCC Specs,04-03-24 14:49,Dubai
Kia,Carnival,2011,"300,000 km","16,000",Kia Carnival in very good condition,GCC Specs,04-03-24 14:49,Dubai
Kia,Picanto,2013,"186,000 km","16,000",2013 KIA PICANTO // GCC SPECIFICATION // MID OPTION // IN EXCELLENT CONDITION,GCC Specs,04-03-24 14:49,Dubai
Kia,Rio,2012,"89,000 km","16,000",KIA RIO SEDAN 2012 MODEL GCC SPECS REF.8174 (AJM),GCC Specs,04-03-24 14:49,Dubai
Nissan,Murano,2011,"210,000 km","16,000",Nissan murano 2011 model GCC AWD Top option sunroof,GCC Specs,04-03-24 14:49,Dubai
Nissan,Pathfinder,2004,"181,451 km","16,000",NISSAN PATHFINDER PERFECT CONDITION VERY CLEAN,GCC Specs,04-03-24 14:49,Dubai
Nissan,Sentra,2015,"200,000 km","16,000",Nissan Sentra 2015 Maroon color Full SV Option,American Specs,04-03-24 14:49,Dubai
Nissan,Altima,2012,"198,400 km","16,000",Nissan Altima for sale,American Specs,04-03-24 14:49,Dubai
Nissan,Altima,2012,"288,522 km","16,000",Nissan Altima Coupe 2.5S,GCC Specs,04-03-24 14:49,Dubai
Nissan,Versa,2015,"208,000 km","16,000",Nissan Versa,American Specs,04-03-24 14:49,Dubai
Nissan,Altima,2012,"180,000 km","16,000",Nissan Altima,GCC Specs,04-03-24 14:49,Dubai
Nissan,Sunny,2014,"180,000 km","16,000",Nissan Sunny 2014 For sale,GCC Specs,04-03-24 14:49,Dubai
Nissan,Tiida,2013,"247,692 km","16,000",Selling Nissan Tiida Hatchback 2013,GCC Specs,04-03-24 14:49,Dubai
Nissan,Altima,2012,"228,800 km","16,000",A Good condition used nissan Altima 2012 model car for sale,GCC Specs,04-03-24 14:49,Dubai
Nissan,Maxima,2011,"240,000 km","16,000",Nissan maxima in perfect condition,American Specs,04-03-24 14:49,Dubai
Nissan,Tiida,2008,"95,000 km","16,000",nissan tiida se 2008 model lady driven for sale,Japanese Specs,04-03-24 14:49,Dubai
Nissan,Altima,2013,"238,000 km","16,000",Nissan Altima 2013 GCC Free Accident History,GCC Specs,04-03-24 14:49,Dubai
Nissan,Altima,2013,"146,000 km","16,000",Nissan Ultima Sports Car,Japanese Specs,04-03-24 14:49,Dubai
Nissan,Tiida,2011,"255,000 km","16,000",Tiida Full option cruise control wooden interior,GCC Specs,04-03-24 14:49,Dubai
Nissan,Maxima,2010,"250,000 km","16,000",Nissan maxima,GCC Specs,04-03-24 14:49,Dubai
Ford,Focus,2014,"168,000 km","16,000",FORD FOCUS TITANIMUM GCC FULL OPTION,GCC Specs,04-03-24 14:49,Dubai
Ford,Escape,2012,"220,000 km","16,000",Great Condition! 2012 Ford Escape Full Option,GCC Specs,04-03-24 14:49,Dubai
Ford,Escape,2009,"183,887 km","16,000",Well Maintained Ford Escape,GCC Specs,04-03-24 14:49,Dubai
Ford,Edge,2008,"278,000 km","16,000",Ford edge very good condition,Canadian Specs,04-03-24 14:49,Dubai
Ford,Ecosport,2015,"93,000 km","16,000",Ford eco sport lady use clean car,GCC Specs,04-03-24 14:49,Dubai
Ford,Fiesta,2015,"165,000 km","16,000",Ford fiesta 2015,GCC Specs,04-03-24 14:49,Dubai
Ford,Edge,2012,"406,355 km","16,000",Ford Edge,Canadian Specs,04-03-24 14:49,Dubai
Ford,Escape,2012,"213,939 km","16,000",Ford Escape 2012 GCC Very Clean Car Perfect Condition Single Owned Full Option/Leather Seat Sunroof,GCC Specs,04-03-24 14:49,Dubai
Ford,Focus,2014,"145,000 km","16,000",Ford Focus 2014 GCC Full options Good Condition,GCC Specs,04-03-24 14:49,Dubai
Ford,Explorer,2007,"295,000 km","16,000","FORD EXPLORER 2007 , XLT , GCC , PERFECT CONDITON",GCC Specs,04-03-24 14:49,Dubai
Ford,Figo,2017,"161,000 km","16,000",Ford Figo,GCC Specs,04-03-24 14:49,Dubai
Ford,Focus,2011,"222,650 km","16,000",Ford Focus,GCC Specs,04-03-24 14:49,Dubai
Ford,Fiesta,2013,"142,650 km","16,000",Stunning Ford Fiesta 2013 GCC Top well accident free .,GCC Specs,04-03-24 14:49,Dubai
Nissan,Altima,2014,"292,000 km",16000,2014 S V4 2.5 GCC,GCC Specs,45354.94097,Abu Dhabi
Nissan,Sentra,2014,"225,000 km",16000,2014 Sentra GCC 1.6L SV,GCC Specs,45354.94097,Abu Dhabi
Chevrolet,Trax,2014,"140,000 km",16000,2014 Chevrolet Trax LTZ full option,GCC Specs,45354.94097,Abu Dhabi
Ford,Figo,2017,"166,000 km","16,450",Ford Figo Titanium - Top Spec,GCC Specs,04-03-24 14:49,Dubai
Honda,CR-V,2007,"290,000 km","16,499",CR-V 2007,GCC Specs,04-03-24 14:49,Dubai
Toyota,Corolla,2009,"187,000 km","16,500","Toyota Corolla 1.8L, 2009 Model-Exclusive, Japan Made, Excellent Condition, Fully Automatic for sale",GCC Specs,04-03-24 14:49,Dubai
Toyota,Yaris,2012,"300,000 km","16,500",Toyota Yaris,GCC Specs,04-03-24 14:49,Dubai
Toyota,Rav 4,2012,"81,492 km","16,500",TOYOTA RAV4 X PACKAGE JAPAN IMPORT NEED TO CASH OUT,Japanese Specs,04-03-24 14:49,Dubai
Hyundai,Sonata,2013,"136,000 km","16,500",Hyundai sonata sport 2013,American Specs,04-03-24 14:49,Dubai
Hyundai,i20,2015,"97,142 km","16,500",HYUNDAI I20 GCC MID OPTION 2015,GCC Specs,04-03-24 14:49,Dubai
Honda,Accord,2008,"380,000 km","16,500","Good condition. Paint only bumpers. Engine is great. Total repair. low fuel consumption, a car for e",GCC Specs,04-03-24 14:49,Dubai
Honda,CR-V,2008,"211,000 km","16,500",Honda CR-v 2008 Gcc Specs Full option,GCC Specs,04-03-24 14:49,Dubai
Kia,Optima,2013,"212,000 km","16,500",KIA Optima 2013,American Specs,04-03-24 14:49,Dubai
Nissan,Micra,2015,"165,000 km","16,500",NISSAN MICRA 1.5 MODEL 2015 GCC SPECS LESS KM PUSH START REF.4125,GCC Specs,04-03-24 14:49,Dubai
Nissan,Altima,2009,"193,000 km","16,500",NISSAN ALTIMA 2009 MODEL (V4 2.5L) FULL OPTION GCC SPECS REF NO.7032 (P1),GCC Specs,04-03-24 14:49,Dubai
Nissan,Sunny,2015,"157,000 km","16,500","Low KM driven. alloy wheels, new toirs, battery recently servicd eng oil gear oil chngd.no work need",GCC Specs,04-03-24 14:49,Dubai
Nissan,Sunny,2014,"252,000 km","16,500",Nissan sunny (India) 2014 amazing drivable condition for urgent sales,GCC Specs,04-03-24 14:49,Dubai
Nissan,Sentra,2016,"194,885 km","16,500",2016 Nissan Sentra,GCC Specs,04-03-24 14:49,Dubai
Nissan,Qashqai,2010,"191,000 km","16,500",NISSAN QASHQAI 2010,GCC Specs,04-03-24 14:49,Dubai
Nissan,Altima,2013,"214,000 km","16,500",GCC 2013 NISSAN ALTIMA S 2.5L 4 Cylinder /// Worth Viewing!!!,GCC Specs,04-03-24 14:49,Dubai
Nissan,Sunny,2012,"92,000 km","16,500",NISSAN SUNNY 2012 92000KM,GCC Specs,04-03-24 14:49,Dubai
Nissan,Sentra,2013,"255,595 km","16,500",Urgent sale - Nissan Sentra,GCC Specs,04-03-24 14:49,Dubai
Nissan,Altima,2015,"73,000 km","16,500",Nissan Altima 2015,American Specs,04-03-24 14:49,Dubai
Nissan,Micra,2015,"231,123 km","16,500",Nissan Micra 2015 Model With Touch Start In Excellent Condition,GCC Specs,04-03-24 14:49,Dubai
Ford,Ecosport,2015,"152,000 km","16,500",Ford ecosport 2015 GCC spec good condition,GCC Specs,04-03-24 14:49,Dubai
Ford,Escape,2012,"210,000 km","16,500",Ford Escape 2012 GCC 4 Cylindres Mid option,GCC Specs,04-03-24 14:49,Dubai
Ford,Focus,2012,"150,000 km","16,500","FORD FOCUS GCC FULL OPTION, with self parking technology",GCC Specs,04-03-24 14:49,Dubai
Ford,Fiesta,2014,"149,314 km","16,500",Ford Fiesta 2014.Excellent Condition Buy and Drive No Maintenance Required,Other,04-03-24 14:49,Dubai
Ford,Ecosport,2015,"50,000 km","16,500",ford Ecosport GCC Spec,GCC Specs,04-03-24 14:49,Dubai
Ford,Explorer,2010,"180,000 km","16,500",2010 EXPLORER XLT NO ACCIDENT SINGLE USE AGENCY SERVICE,GCC Specs,04-03-24 14:49,Dubai
Honda,Civic,1998,"220,000 km",16500,HONDA CIVIC SPORT,Japanese Specs,45354.94097,Abu Dhabi
Honda,Pilot,2008,"249,000 km",16500,Honda Pilot 2008 8 Seater Full Option very good condition,American Specs,45354.94097,Abu Dhabi
Nissan,Altima,2014,"181,000 km",16500,Nissan Altima 2014 Model For Sall in UAE,American Specs,45354.94097,Abu Dhabi
Hyundai,Accent,2014,"270,000 km",16500,Hyundai Accent 2014 GL 1.6 L GCC Spec,GCC Specs,45354.94097,Abu Dhabi
Hyundai,i10,2014,"162,000 km",16500,ظ‡ظٹظˆظ†ط¯ط§ظٹ ط£ظٹ 10,GCC Specs,45354.94097,Abu Dhabi
Honda,Jazz,2009,"220,000 km","16,800",2009 JAZZ PANORAMIC ROOF CRUISE PADDLE SHIFTER ALLOY WHEELS AL FUTTAIM HONDA GULF GCC SPEC,GCC Specs,04-03-24 14:49,Dubai
Nissan,Sunny,2016,"165,000 km","16,800",Nissan Sunny 2016 For Sale,GCC Specs,04-03-24 14:49,Dubai
Toyota,Corolla,2010,"151,000 km","16,900",Toyota Corolla Altis 2010 Japanese SPECS,Japanese Specs,04-03-24 14:49,Dubai
Toyota,Yaris,2008,"95,000 km","16,900",TOYOTA YARIS 2008 MODEL GCC SPECS LESS KM REF.6062 (AJM),GCC Specs,04-03-24 14:49,Dubai
Nissan,Sunny,2014,"192,000 km","16,900",NISSAN SUNNY 2014,GCC Specs,04-03-24 14:49,Dubai
Nissan,Sentra,2016,"165,400 km","16,900",Nissan Sentra S 2016 Gray 1.6L Family used,American Specs,04-03-24 14:49,Dubai
Nissan,Tiida,2014,"115,000 km","16,900",NISSAN TIIDA MODEL 2014 GCC SPECS REF.0169,GCC Specs,04-03-24 14:49,Dubai
Ford,Edge,2013,"173,000 km","16,900",FORD EDGE 2013 GCC SPECS MODEL 2013 EXCELLENT CONDITION,GCC Specs,04-03-24 14:49,Dubai
Ford,Figo,2015,"140,000 km","16,900",FORD FIGO 1.6L 2015 MODEL SILVER GCC SPECS LESS KM REF.4114 (P2),GCC Specs,04-03-24 14:49,Dubai
Toyota,Innova,2008,"240,000 km","17,000",Toyota innova gcc car  full autocratic model 2008,GCC Specs,04-03-24 14:49,Dubai
Toyota,Camry,2008,"271,000 km","17,000",ORIGINAL PAINT ( طµط¨ط؛ ظˆظƒط§ظ„ظ‡ ) / Toyota Camry ( 2008 Model ) in Silver Color GCC Specs,GCC Specs,04-03-24 14:49,Dubai
Toyota,Yaris,2014,"179,000 km","17,000",Toyota Yaris 2014 Model GCC Space Car For Sale,GCC Specs,04-03-24 14:49,Dubai
Toyota,Camry,2010,"133,000 km","17,000",TOYOTA CAMRY 2010,Japanese Specs,04-03-24 14:49,Dubai
